,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Wakefield,40.894705176609996,-73.84720052054901,Lollipops Gelato,40.894123150205274,-73.84589162362325,Dessert Shop
1,Wakefield,40.894705176609996,-73.84720052054901,Rite Aid,40.896649,-73.8448461,Pharmacy
2,Wakefield,40.894705176609996,-73.84720052054901,Walgreens,40.896528,-73.8447,Pharmacy
3,Wakefield,40.894705176609996,-73.84720052054901,Carvel Ice Cream,40.890486685759605,-73.84856772568665,Ice Cream Shop
4,Wakefield,40.894705176609996,-73.84720052054901,Dunkin',40.8904587811365,-73.84908886747644,Donut Shop
5,Wakefield,40.894705176609996,-73.84720052054901,Shell,40.894187118166535,-73.84586195733382,Gas Station
6,Wakefield,40.894705176609996,-73.84720052054901,Subway,40.89046821651127,-73.8491520209833,Sandwich Place
7,Wakefield,40.894705176609996,-73.84720052054901,Central Deli,40.896728,-73.844387,Deli / Bodega
8,Wakefield,40.894705176609996,-73.84720052054901,Koss Quick Wash,40.891281,-73.84990400000001,Laundromat
9,Co-op City,40.87429419303012,-73.829939108124,Rite Aid,40.8703448818904,-73.82830202579498,Pharmacy
10,Co-op City,40.87429419303012,-73.829939108124,Capri II Pizza,40.87637420537464,-73.82994042507629,Pizza Place
11,Co-op City,40.87429419303012,-73.829939108124,Dollar Tree,40.87012498449601,-73.82898863175873,Discount Store
12,Co-op City,40.87429419303012,-73.829939108124,United States Postal Service,40.876544999714135,-73.82897794246674,Post Office
13,Co-op City,40.87429419303012,-73.829939108124,Bagels on Bartow,40.87028,-73.828611,Bagel Shop
14,Co-op City,40.87429419303012,-73.829939108124,Food Universe Marketplace,40.87673987981054,-73.82898048976519,Grocery Store
15,Co-op City,40.87429419303012,-73.829939108124,Arby's,40.8704113,-73.828606,Fast Food Restaurant
16,Co-op City,40.87429419303012,-73.829939108124,Townhouse Restaurant,40.876085887834265,-73.82886815052547,Restaurant
17,Co-op City,40.87429419303012,-73.829939108124,MTA MaBSTOA Bus Bx28 / Bx30 / Bx38 / MTA Bus Bx23/ BxM7/ Q50 at the Dreiser Loop / Co-op City Blvd (Section 1/2),40.875943195045075,-73.82940420195395,Bus Station
18,Co-op City,40.87429419303012,-73.829939108124,truman track n field,40.87496253317124,-73.83084729386773,Baseball Field
19,Co-op City,40.87429419303012,-73.829939108124,Guang Hui Chinese Restaurant,40.876651,-73.829092,Chinese Restaurant
20,Co-op City,40.87429419303012,-73.829939108124,GREEN WAY IN CO OP CITY,40.87454754839479,-73.82618915642101,Trail
21,Co-op City,40.87429419303012,-73.829939108124,The Park,40.87764512391663,-73.83083580661068,Park
22,Co-op City,40.87429419303012,-73.829939108124,MTA MaBSTOA Bus Bx23 / Bx30 / Bx38 / Q50 at Donizetti Place & Baychester Ave (Section 1),40.87618793183889,-73.833838139328,Bus Station
23,Co-op City,40.87429419303012,-73.829939108124,The City Lounge,40.87675476074219,-73.83340454101562,Bar
24,Co-op City,40.87429419303012,-73.829939108124,Jimmy Jazz,40.87328580179024,-73.82436990737915,Accessories Store
25,Eastchester,40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
26,Eastchester,40.887555677350775,-73.82780644716412,Fish & Ting,40.885656,-73.829197,Caribbean Restaurant
27,Eastchester,40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place
28,Eastchester,40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant
29,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop
30,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.888488,-73.83108299999999,Caribbean Restaurant
31,Eastchester,40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega
32,Eastchester,40.887555677350775,-73.82780644716412,Xing Lung Chinese Restaurant,40.8887854684858,-73.83122576835156,Chinese Restaurant
33,Eastchester,40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley
34,Eastchester,40.887555677350775,-73.82780644716412,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant
35,Eastchester,40.887555677350775,-73.82780644716412,Dyre Ave Diner,40.887968729082246,-73.83141284372412,Diner
36,Eastchester,40.887555677350775,-73.82780644716412,Royal Caribbean Bakery,40.888249,-73.831661,Caribbean Restaurant
37,Eastchester,40.887555677350775,-73.82780644716412,4 Star Auto Glass,40.885905,-73.82732299999999,Automotive Shop
38,Eastchester,40.887555677350775,-73.82780644716412,Imperial beverage center,40.889146992600836,-73.82929692582755,Food & Drink Shop
39,Eastchester,40.887555677350775,-73.82780644716412,MTA Bus - BX 16,40.88790343813609,-73.83125388185631,Bus Station
40,Eastchester,40.887555677350775,-73.82780644716412,"MTA MaBSTOA & Bee-Line Bus: (Bx16, BL 52, 55)",40.88800860085501,-73.83133279875986,Bus Station
41,Eastchester,40.887555677350775,-73.82780644716412,MTA Subway - Eastchester/Dyre Ave (5),40.88798538407525,-73.83138309969671,Metro Station
42,Eastchester,40.887555677350775,-73.82780644716412,Sunshine Supermarket,40.888888,-73.831019,Deli / Bodega
43,Eastchester,40.887555677350775,-73.82780644716412,Adil Newsstand & Grocery,40.888433208510854,-73.83127682668768,Convenience Store
44,Eastchester,40.887555677350775,-73.82780644716412,Freckle's Juice,40.88878559548764,-73.83117532757048,Juice Bar
45,Eastchester,40.887555677350775,-73.82780644716412,MTA Bus & Bee Line Bx16/W52 @ Dyre Avenue and Light Street,40.88816692651784,-73.83152504085197,Bus Stop
46,Eastchester,40.887555677350775,-73.82780644716412,MTA MaBSTOA Bus Bx16 / Bx30 and Bee-line Route 52 / 60 / 61 / 62 at Dyre Ave / Boston Road (US 1),40.88461356066747,-73.83152944427044,Bus Station
47,Eastchester,40.887555677350775,-73.82780644716412,Dome Groomer's,40.884440701933244,-73.83205345211809,Cosmetics Shop
48,Fieldston,40.89543742690383,-73.90564259591682,Fieldston Road Circle,40.89448851736085,-73.90562087134356,Plaza
49,Fieldston,40.89543742690383,-73.90564259591682,Riverside Drive,40.896507486527454,-73.90826091791374,River
50,Fieldston,40.89543742690383,-73.90564259591682,Alba Portable Oxygen Concentrator,40.893021999999995,-73.9104,Medical Supply Store
51,Riverdale,40.890834493891305,-73.9125854610857,Riverdale Ave,40.890424929507866,-73.91024841803598,Plaza
52,Riverdale,40.890834493891305,-73.9125854610857,Bell Tower Park,40.88917798960079,-73.90833081276627,Park
53,Riverdale,40.890834493891305,-73.9125854610857,Chase Bank,40.888089,-73.907921,Bank
54,Riverdale,40.890834493891305,-73.9125854610857,Seton Park,40.88791393116787,-73.91611321473175,Park
55,Riverdale,40.890834493891305,-73.9125854610857,9A North,40.88978340962211,-73.90895662015372,Moving Target
56,Riverdale,40.890834493891305,-73.9125854610857,Park Lunch,40.887052545514,-73.91315349663765,Food Truck
57,Riverdale,40.890834493891305,-73.9125854610857,Shallash Pest Control,40.89466945869686,-73.91321539878845,Home Service
58,Riverdale,40.890834493891305,-73.9125854610857,Hayden On Hudson Gym,40.889593,-73.917446,Gym
59,Riverdale,40.890834493891305,-73.9125854610857,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,40.89354823043404,-73.90815138816833,Bus Station
60,Riverdale,40.890834493891305,-73.9125854610857,Spuyten Duyvil Playground,40.8872269807248,-73.91605773455,Playground
61,Kingsbridge,40.88168737120521,-73.90281798724605,Garden Gourmet Market,40.88135023917183,-73.90338943716417,Gourmet Shop
62,Kingsbridge,40.88168737120521,-73.90281798724605,Leche y Miel,40.883742,-73.90185699999999,Latin American Restaurant
63,Kingsbridge,40.88168737120521,-73.90281798724605,Kingsbridge Social Club,40.884581,-73.901999,Pizza Place
64,Kingsbridge,40.88168737120521,-73.90281798724605,Sam's Pizza,40.87943501792795,-73.90585879861192,Pizza Place
65,Kingsbridge,40.88168737120521,-73.90281798724605,El Malecon,40.87933806746814,-73.90445707056641,Caribbean Restaurant
66,Kingsbridge,40.88168737120521,-73.90281798724605,Carvel Ice Cream,40.883657145742866,-73.90165452034793,Ice Cream Shop
67,Kingsbridge,40.88168737120521,-73.90281798724605,The Bronx Public,40.87837659295958,-73.90348117090952,Pub
68,Kingsbridge,40.88168737120521,-73.90281798724605,Smashburger,40.8842208517097,-73.90033254824955,Burger Joint
69,Kingsbridge,40.88168737120521,-73.90281798724605,Bronx Alehouse,40.8846317,-73.899705,Beer Bar
70,Kingsbridge,40.88168737120521,-73.90281798724605,BJ's  Wholesale Club,40.88410355664641,-73.90026731218994,Warehouse Store
71,Kingsbridge,40.88168737120521,-73.90281798724605,Estrellita Poblana V,40.879687039717524,-73.906256832975,Mexican Restaurant
72,Kingsbridge,40.88168737120521,-73.90281798724605,Mon Amour Coffee & Wine,40.88500863418534,-73.90033222698838,Coffee Shop
73,Kingsbridge,40.88168737120521,-73.90281798724605,El Economico Restaurant,40.87933018698782,-73.90459710835415,Spanish Restaurant
74,Kingsbridge,40.88168737120521,-73.90281798724605,Tilila,40.88387242577101,-73.89820853750416,Bar
75,Kingsbridge,40.88168737120521,-73.90281798724605,Q'Kachapa,40.880005888670006,-73.9041570896363,Spanish Restaurant
76,Kingsbridge,40.88168737120521,-73.90281798724605,Buffalo Wild Wings,40.88446010603608,-73.90042394399643,Wings Joint
77,Kingsbridge,40.88168737120521,-73.90281798724605,The Putnam Trail,40.88518925064586,-73.89944963459462,Trail
78,Kingsbridge,40.88168737120521,-73.90281798724605,Sugarboy Bakery Cafe,40.877947999999996,-73.90286,Bakery
79,Kingsbridge,40.88168737120521,-73.90281798724605,Loeser's Delicatessen,40.879111,-73.905693,Sandwich Place
80,Kingsbridge,40.88168737120521,-73.90281798724605,Picante Picante Mexican Restaurant,40.878252,-73.902936,Mexican Restaurant
81,Kingsbridge,40.88168737120521,-73.90281798724605,ALDI,40.8778363,-73.9046557,Supermarket
82,Kingsbridge,40.88168737120521,-73.90281798724605,S & S Cheesecake,40.88479273266669,-73.89986081581755,Bakery
83,Kingsbridge,40.88168737120521,-73.90281798724605,Chipotle Mexican Grill,40.88456619551229,-73.9004737612446,Mexican Restaurant
84,Kingsbridge,40.88168737120521,-73.90281798724605,MyUnique,40.88196572342435,-73.90358396335206,Thrift / Vintage Store
85,Kingsbridge,40.88168737120521,-73.90281798724605,Riverdale Diner,40.88518285486937,-73.89948352054364,Diner
86,Kingsbridge,40.88168737120521,-73.90281798724605,Dunkin',40.879359,-73.9050772,Donut Shop
87,Kingsbridge,40.88168737120521,-73.90281798724605,Leila's Hand Dipped Chocolate,40.879540999999996,-73.905327,Candy Store
88,Kingsbridge,40.88168737120521,-73.90281798724605,Silhouette Restaurant & Lounge,40.88070643866,-73.90268654351613,Latin American Restaurant
89,Kingsbridge,40.88168737120521,-73.90281798724605,Broadway Pizza & Pasta,40.87882247136464,-73.90449402840686,Pizza Place
90,Kingsbridge,40.88168737120521,-73.90281798724605,Enterprise Rent-A-Car,40.879866093214,-73.90384738148896,Rental Car Location
91,Kingsbridge,40.88168737120521,-73.90281798724605,The Local,40.87855275865213,-73.90346176628925,Bar
92,Kingsbridge,40.88168737120521,-73.90281798724605,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store
93,Kingsbridge,40.88168737120521,-73.90281798724605,IHOP,40.880422088659074,-73.90401864379297,Breakfast Spot
94,Kingsbridge,40.88168737120521,-73.90281798724605,KFC,40.8801638310206,-73.90425289392198,Fried Chicken Joint
95,Kingsbridge,40.88168737120521,-73.90281798724605,Little Caesars Pizza,40.88000167064909,-73.90413957385358,Pizza Place
96,Kingsbridge,40.88168737120521,-73.90281798724605,Subway,40.878464979323944,-73.9055176422437,Sandwich Place
97,Kingsbridge,40.88168737120521,-73.90281798724605,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant
98,Kingsbridge,40.88168737120521,-73.90281798724605,Foodtown of Riverdale,40.878524,-73.905296,Grocery Store
99,Kingsbridge,40.88168737120521,-73.90281798724605,Stop & Shop,40.8820633,-73.9020583,Supermarket
100,Kingsbridge,40.88168737120521,-73.90281798724605,Mattress Firm,40.88164138793945,-73.90306091308594,Mattress Store
101,Kingsbridge,40.88168737120521,-73.90281798724605,Gold Mine Cafe,40.87891576866267,-73.90469763627074,Café
102,Kingsbridge,40.88168737120521,-73.90281798724605,Subway,40.884486380794506,-73.9002752244727,Sandwich Place
103,Kingsbridge,40.88168737120521,-73.90281798724605,Dunkin',40.88444151875646,-73.90018467940683,Donut Shop
104,Kingsbridge,40.88168737120521,-73.90281798724605,Petco,40.88412259663246,-73.89933923911794,Pet Store
105,Kingsbridge,40.88168737120521,-73.90281798724605,GNC,40.880013,-73.90440799999999,Supplement Shop
106,Kingsbridge,40.88168737120521,-73.90281798724605,FedEx Office Print & Ship Center,40.882667,-73.901487,Shipping Store
107,Kingsbridge,40.88168737120521,-73.90281798724605,Papa John's Pizza,40.87846686452555,-73.90299731682387,Pizza Place
108,Kingsbridge,40.88168737120521,-73.90281798724605,Mr. McGoo's,40.87941944187052,-73.90424277141844,Bar
109,Kingsbridge,40.88168737120521,-73.90281798724605,The Bridge Tavern,40.883495380089926,-73.9017625732257,Sports Bar
110,Kingsbridge,40.88168737120521,-73.90281798724605,Hola España,40.87915969295343,-73.90455296034935,Latin American Restaurant
111,Kingsbridge,40.88168737120521,-73.90281798724605,Cold Cut City,40.8791735908651,-73.90575340287347,Sandwich Place
112,Kingsbridge,40.88168737120521,-73.90281798724605,Chase Bank,40.87918782612045,-73.90491556516147,Bank
113,Kingsbridge,40.88168737120521,-73.90281798724605,Rite Aid,40.885481,-73.900814,Pharmacy
114,Kingsbridge,40.88168737120521,-73.90281798724605,Popeyes Louisiana Kitchen,40.87933422856829,-73.90495492507628,Fried Chicken Joint
115,Kingsbridge,40.88168737120521,-73.90281798724605,Domino's Pizza,40.8842,-73.9024,Pizza Place
116,Kingsbridge,40.88168737120521,-73.90281798724605,Walgreens,40.8785384,-73.9047797,Pharmacy
117,Kingsbridge,40.88168737120521,-73.90281798724605,McDonald's,40.8840672,-73.9017116,Fast Food Restaurant
118,Kingsbridge,40.88168737120521,-73.90281798724605,Staples,40.88101067183556,-73.90233367681503,Print Shop
119,Kingsbridge,40.88168737120521,-73.90281798724605,Bob’s Discount Furniture and Mattress Store,40.877704,-73.9047193,Furniture / Home Store
120,Kingsbridge,40.88168737120521,-73.90281798724605,"East Coast United Brazilian Jiu Jitsu , MMA & Yoga",40.88379203459271,-73.90157311326138,Martial Arts School
121,Kingsbridge,40.88168737120521,-73.90281798724605,Stella D'oro Biscuit Co,40.883201599121094,-73.90043640136719,Bakery
122,Kingsbridge,40.88168737120521,-73.90281798724605,Kingsbridge Wine And Spirits,40.88431167602539,-73.90221405029297,Liquor Store
123,Kingsbridge,40.88168737120521,-73.90281798724605,Broadway Liquors & Wines Warehouse,40.884033,-73.90085400000001,Liquor Store
124,Kingsbridge,40.88168737120521,-73.90281798724605,Riverdale Crossing,40.884327,-73.89984,Shopping Plaza
125,Kingsbridge,40.88168737120521,-73.90281798724605,The Punchbowl,40.885019560687695,-73.90066150520914,Bar
126,Kingsbridge,40.88168737120521,-73.90281798724605,Oni Beauty Salon,40.880444,-73.90731600000001,Cosmetics Shop
127,Kingsbridge,40.88168737120521,-73.90281798724605,Illumination Jewelz,40.8808708190918,-73.89778900146484,Jewelry Store
128,Kingsbridge,40.88168737120521,-73.90281798724605,Guan Hin Restaurant,40.883705,-73.897896,Chinese Restaurant
129,Kingsbridge,40.88168737120521,-73.90281798724605,Van Cortlandt Deli,40.88517705947143,-73.89952611405425,Deli / Bodega
130,Kingsbridge,40.88168737120521,-73.90281798724605,MTA MaBSTOA Bus Bx3/Bx10 at Bailey Ave & W. 238 Street,40.88426170543608,-73.89797886334658,Bus Stop
131,Marble Hill,40.87655077879964,-73.91065965862981,Arturo's,40.87441177110231,-73.91027100981574,Pizza Place
132,Marble Hill,40.87655077879964,-73.91065965862981,Bikram Yoga,40.876843690797934,-73.90620384419528,Yoga Studio
133,Marble Hill,40.87655077879964,-73.91065965862981,Tibbett Diner,40.8804044222466,-73.90893738006402,Diner
134,Marble Hill,40.87655077879964,-73.91065965862981,Dunkin',40.87713584201589,-73.90666550701411,Donut Shop
135,Marble Hill,40.87655077879964,-73.91065965862981,Starbucks,40.87753134921497,-73.90558216359267,Coffee Shop
136,Marble Hill,40.87655077879964,-73.91065965862981,Astral Fitness & Wellness Center,40.87670526507199,-73.90637207670373,Gym
137,Marble Hill,40.87655077879964,-73.91065965862981,Starbucks,40.873754554218515,-73.90861305343668,Coffee Shop
138,Marble Hill,40.87655077879964,-73.91065965862981,T.J. Maxx,40.87723198343352,-73.90504239962168,Department Store
139,Marble Hill,40.87655077879964,-73.91065965862981,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium
140,Marble Hill,40.87655077879964,-73.91065965862981,Rite Aid,40.875466574434704,-73.90890629016033,Pharmacy
141,Marble Hill,40.87655077879964,-73.91065965862981,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant
142,Marble Hill,40.87655077879964,-73.91065965862981,Vitamin Shoppe,40.87716,-73.905632,Supplement Shop
143,Marble Hill,40.87655077879964,-73.91065965862981,Baskin-Robbins,40.87714929478882,-73.90665810372622,Ice Cream Shop
144,Marble Hill,40.87655077879964,-73.91065965862981,Blink Fitness,40.877271495944626,-73.90559491338075,Gym
145,Marble Hill,40.87655077879964,-73.91065965862981,Subway,40.8746665302951,-73.9095858429637,Sandwich Place
146,Marble Hill,40.87655077879964,-73.91065965862981,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store
147,Marble Hill,40.87655077879964,-73.91065965862981,Five Below,40.8772564,-73.9049384,Discount Store
148,Marble Hill,40.87655077879964,-73.91065965862981,GameStop,40.874266802124836,-73.90934218062803,Video Game Store
149,Marble Hill,40.87655077879964,-73.91065965862981,Subway,40.878464979323944,-73.9055176422437,Sandwich Place
150,Marble Hill,40.87655077879964,-73.91065965862981,Parrilla Latina,40.87747294351472,-73.90607346968568,Steakhouse
151,Marble Hill,40.87655077879964,-73.91065965862981,The Children's Place,40.873671591133125,-73.90815619608166,Kids Store
152,Marble Hill,40.87655077879964,-73.91065965862981,Terrace View Delicatessen,40.875995,-73.913151,Deli / Bodega
153,Woodlawn,40.898272612138044,-73.86731496814177,Katonah Pizza and Pasta,40.89878411126604,-73.86745706580207,Pizza Place
154,Woodlawn,40.898272612138044,-73.86731496814177,Rambling House,40.898439240536966,-73.86719657644849,Pub
155,Woodlawn,40.898272612138044,-73.86731496814177,Patrizia's Of Woodlawn,40.900638399332884,-73.86772361835486,Italian Restaurant
156,Woodlawn,40.898272612138044,-73.86731496814177,Curry Spot,40.897624941880906,-73.86714729157393,Indian Restaurant
157,Woodlawn,40.898272612138044,-73.86731496814177,The Chipper Truck,40.899619499543256,-73.87147353617637,Food Truck
158,Woodlawn,40.898272612138044,-73.86731496814177,John Muir Nature Trail,40.899504,-73.873027,Trail
159,Woodlawn,40.898272612138044,-73.86731496814177,Sean's Quality Deli,40.897669,-73.86744499999999,Deli / Bodega
160,Woodlawn,40.898272612138044,-73.86731496814177,Behan's Pub,40.89858450390552,-73.86750725480708,Bar
161,Woodlawn,40.898272612138044,-73.86731496814177,Enterprise Rent-A-Car,40.89609114069422,-73.8653639853328,Rental Car Location
162,Woodlawn,40.898272612138044,-73.86731496814177,Dunkin',40.896036409903786,-73.86357007637196,Donut Shop
163,Woodlawn,40.898272612138044,-73.86731496814177,CTown Supermarkets,40.897495761710346,-73.86736015413362,Grocery Store
164,Woodlawn,40.898272612138044,-73.86731496814177,Metro North - Woodlawn Train Station,40.895590912855496,-73.8628137399376,Train Station
165,Woodlawn,40.898272612138044,-73.86731496814177,Ivy's Nails,40.900013,-73.867388,Cosmetics Shop
166,Woodlawn,40.898272612138044,-73.86731496814177,Celtic House,40.897876000000004,-73.86750699999999,Pub
167,Woodlawn,40.898272612138044,-73.86731496814177,Woodlawn Heights Family Market,40.897351,-73.86744,Food & Drink Shop
168,Woodlawn,40.898272612138044,-73.86731496814177,Woodlawn Deli,40.897045,-73.86737,Deli / Bodega
169,Woodlawn,40.898272612138044,-73.86731496814177,John Mulligans Fireside Pub,40.89777632017523,-73.86716049035307,Pub
170,Woodlawn,40.898272612138044,-73.86731496814177,The Coachman's Inn,40.90014654775011,-73.86764673430903,Bar
171,Woodlawn,40.898272612138044,-73.86731496814177,The Corner Scone,40.898598,-73.862579,Deli / Bodega
172,Woodlawn,40.898272612138044,-73.86731496814177,Muskrat Cove,40.89661462254967,-73.86244620698331,Park
173,Woodlawn,40.898272612138044,-73.86731496814177,Woodlawn Playground,40.899877093515826,-73.87224302213575,Playground
174,Woodlawn,40.898272612138044,-73.86731496814177,Bella Napoli 2,40.89672979186445,-73.86231986737155,Pizza Place
175,Woodlawn,40.898272612138044,-73.86731496814177,Stillwell Park,40.90210471148085,-73.8652084300118,Playground
176,Woodlawn,40.898272612138044,-73.86731496814177,JA & A Laundromat,40.896364219131094,-73.87235787052754,Laundromat
177,Woodlawn,40.898272612138044,-73.86731496814177,Sandhog Memorial Site,40.90258387362489,-73.86805658744282,Plaza
178,Norwood,40.87722415599446,-73.8793907395681,Williamsbridge Reservoir Oval,40.87703278924706,-73.87733074138687,Park
179,Norwood,40.87722415599446,-73.8793907395681,Sal's Pizzeria,40.875269350530566,-73.87956260705728,Pizza Place
180,Norwood,40.87722415599446,-73.8793907395681,Nicky's Coffee Shop,40.874932786273384,-73.87940404957489,Coffee Shop
181,Norwood,40.87722415599446,-73.8793907395681,Marconi Pizzeria,40.880766406357665,-73.87780801932352,Pizza Place
182,Norwood,40.87722415599446,-73.8793907395681,Mosholu Park,40.87823436524028,-73.8831639289856,Park
183,Norwood,40.87722415599446,-73.8793907395681,Tasty Picks,40.88166538639227,-73.8794837670074,Deli / Bodega
184,Norwood,40.87722415599446,-73.8793907395681,Queen of Tacos,40.8802,-73.883434,Mexican Restaurant
185,Norwood,40.87722415599446,-73.8793907395681,V.I.P.'S Cafe,40.88156582814303,-73.87929923711168,Restaurant
186,Norwood,40.87722415599446,-73.8793907395681,Capital One Bank,40.8747272,-73.8796602,Bank
187,Norwood,40.87722415599446,-73.8793907395681,Chase Bank,40.875331,-73.8798315,Bank
188,Norwood,40.87722415599446,-73.8793907395681,CVS pharmacy,40.87903936605434,-73.87422202277044,Pharmacy
189,Norwood,40.87722415599446,-73.8793907395681,SUBWAY,40.87281809506911,-73.87831163680261,Sandwich Place
190,Norwood,40.87722415599446,-73.8793907395681,Golden Krust Caribbean Restaurant,40.881671999999995,-73.878996,Caribbean Restaurant
191,Norwood,40.87722415599446,-73.8793907395681,El Presidente II,40.880516213384304,-73.88323277718456,Spanish Restaurant
192,Norwood,40.87722415599446,-73.8793907395681,Foodtown of Bainbridge,40.873496,-73.878825,Grocery Store
193,Norwood,40.87722415599446,-73.8793907395681,CVS pharmacy,40.87449900511392,-73.87951536062447,Pharmacy
194,Norwood,40.87722415599446,-73.8793907395681,T-Mobile,40.872766,-73.878644,Mobile Phone Shop
195,Norwood,40.87722415599446,-73.8793907395681,McDonald's,40.8729072,-73.8787104,Fast Food Restaurant
196,Norwood,40.87722415599446,-73.8793907395681,Nicky's Pizza & Ristorante,40.87337458632297,-73.88050846237203,Pizza Place
197,Norwood,40.87722415599446,-73.8793907395681,M & R Pizza,40.88057929014473,-73.8832210222942,Pizza Place
198,Norwood,40.87722415599446,-73.8793907395681,Bx16/Bx10/Bx30 Bus Stop,40.8750817,-73.8796877861023,Bus Station
199,Norwood,40.87722415599446,-73.8793907395681,Chase Bank,40.87303330866416,-73.87817837297916,Bank
200,Norwood,40.87722415599446,-73.8793907395681,Alex's Café-sito,40.879776555430134,-73.87975396530413,Food Truck
201,Norwood,40.87722415599446,-73.8793907395681,Ming Liang Kitchen,40.879876,-73.87662900000001,Chinese Restaurant
202,Norwood,40.87722415599446,-73.8793907395681,Williamsbridge Reservoir Oval Park Track,40.87974113853551,-73.87593536425706,Athletics & Sports
203,Norwood,40.87722415599446,-73.8793907395681,East 205th St,40.87388231771641,-73.87641197566941,Park
204,Norwood,40.87722415599446,-73.8793907395681,1 Stop Grocery & Candy Store,40.879907,-73.87530699999999,Convenience Store
205,Norwood,40.87722415599446,-73.8793907395681,Sing Fei Chinese Restaurant,40.879907,-73.87530699999999,Chinese Restaurant
206,Norwood,40.87722415599446,-73.8793907395681,Pine Deli,40.88034,-73.88314247131348,American Restaurant
207,Norwood,40.87722415599446,-73.8793907395681,Joseph's Pizza,40.87920220241614,-73.87439641829206,Pizza Place
208,Norwood,40.87722415599446,-73.8793907395681,Happy Dragon,40.88041,-73.883442,Chinese Restaurant
209,Norwood,40.87722415599446,-73.8793907395681,K&S Wine & Liquor,40.880348757594454,-73.88357249191725,Liquor Store
210,Norwood,40.87722415599446,-73.8793907395681,Tita's Mini Market,40.881671999999995,-73.878996,Deli / Bodega
211,Williamsbridge,40.88103887819211,-73.85744642974205,Frank's Soup Bowl,40.877494,-73.85914100000001,Soup Place
212,Williamsbridge,40.88103887819211,-73.85744642974205,Club Mystique,40.88414927642994,-73.85647600392656,Nightclub
213,Williamsbridge,40.88103887819211,-73.85744642974205,Cue Lounge,40.884163389332585,-73.8564844261784,Bar
214,Williamsbridge,40.88103887819211,-73.85744642974205,The Dumplin Shop,40.88414315581045,-73.856449229114,Caribbean Restaurant
215,Baychester,40.866858107252696,-73.83579759808117,Caridad & Louie,40.86584304086998,-73.83770669702484,Spanish Restaurant
216,Baychester,40.866858107252696,-73.83579759808117,Planet Fitness,40.86329786974066,-73.83556764832478,Gym / Fitness Center
217,Baychester,40.866858107252696,-73.83579759808117,Dunkin',40.86780008007166,-73.8333645677676,Donut Shop
218,Baychester,40.866858107252696,-73.83579759808117,Chase Bank,40.866076105543534,-73.83836965596883,Bank
219,Baychester,40.866858107252696,-73.83579759808117,Pizza Hut,40.8686218839239,-73.83380771265149,Pizza Place
220,Baychester,40.866858107252696,-73.83579759808117,Dollar Tree,40.8643798828125,-73.835205078125,Discount Store
221,Baychester,40.866858107252696,-73.83579759808117,SUBWAY,40.868719,-73.83370699999999,Sandwich Place
222,Baychester,40.866858107252696,-73.83579759808117,Popeyes Louisiana Kitchen,40.868609852793575,-73.8311248636084,Fried Chicken Joint
223,Baychester,40.866858107252696,-73.83579759808117,ALDI Food Market,40.863209058810845,-73.83499145507807,Supermarket
224,Baychester,40.866858107252696,-73.83579759808117,Mattress Firm,40.86882781982422,-73.83390808105469,Mattress Store
225,Baychester,40.866858107252696,-73.83579759808117,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
226,Baychester,40.866858107252696,-73.83579759808117,Petco,40.86320122,-73.83454249,Pet Store
227,Baychester,40.866858107252696,-73.83579759808117,7 eleven,40.870079040527344,-73.83220672607422,Convenience Store
228,Baychester,40.866858107252696,-73.83579759808117,Chuck E. Cheese,40.86321585975214,-73.83326754981726,Arcade
229,Baychester,40.866858107252696,-73.83579759808117,Dunkin',40.86321156516152,-73.834300472422,Donut Shop
230,Baychester,40.866858107252696,-73.83579759808117,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant
231,Baychester,40.866858107252696,-73.83579759808117,Men's Wearhouse,40.869281189996855,-73.83092614068846,Men's Store
232,Baychester,40.866858107252696,-73.83579759808117,P.C. Richard & Son,40.86811787434579,-73.83059312471943,Electronics Store
233,Baychester,40.866858107252696,-73.83579759808117,Gunhill Wholesale,40.86777185436365,-73.84061351814675,Food & Drink Shop
